云南电信-组播1,#genre#
CCTV13,http://106.59.2.54:55555/udp/239.200.200.91:8036$云南电信
CCTV13,http://106.59.2.54:55555/udp/239.200.201.170:8620$云南电信
CCTV14,http://106.59.2.54:55555/udp/239.200.200.109:8132$云南电信
CCTV15,http://106.59.2.54:55555/udp/239.200.201.112:8496$云南电信
CCTV16,http://106.59.2.54:55555/udp/239.200.200.193:8776$云南电信
CCTV17,http://106.59.2.54:55555/udp/239.200.201.128:8504$云南电信
CETV1,http://106.59.2.54:55555/udp/239.200.201.49:8756$云南电信
CETV4,http://106.59.2.54:55555/udp/239.200.201.122:8784$云南电信
CGTN,http://106.59.2.54:55555/udp/239.200.201.182:4220$云南电信
CGTN纪录,http://106.59.2.54:55555/udp/239.200.201.183:4220$云南电信
CGTN阿语,http://106.59.2.54:55555/udp/239.200.201.186:4220$云南电信
CGTN俄语,http://106.59.2.54:55555/udp/239.200.201.187:4220$云南电信
CGTN西语,http://106.59.2.54:55555/udp/239.200.201.184:4220$云南电信
CGTN法语,http://106.59.2.54:55555/udp/239.200.201.185:4220$云南电信
CHC影迷电影,http://106.59.2.54:55555/udp/239.200.201.34:8148$云南电信
CHC家庭影院,http://106.59.2.54:55555/udp/239.200.201.30:8140$云南电信
CHC动作电影,http://106.59.2.54:55555/udp/239.200.201.31:8144$云南电信
CCTV4K,http://106.59.2.54:55555/udp/239.200.200.202:8784$云南电信
北京卫视4K,http://106.59.2.54:55555/udp/239.200.201.209:9008$云南电信
北京卫视4K,http://106.59.2.54:55555/udp/239.200.200.227:9000$云南电信
东方卫视4K,http://106.59.2.54:55555/udp/239.200.201.222:9028$云南电信
广东卫视4K,http://106.59.2.54:55555/udp/239.200.201.213:9012$云南电信
深圳卫视4K,http://106.59.2.54:55555/udp/239.200.201.212:9008$云南电信
湖南卫视4K,http://106.59.2.54:55555/udp/239.200.201.219:9016$云南电信
山东卫视4K,http://106.59.2.54:55555/udp/239.200.201.223:9092$云南电信
四川卫视4K,http://106.59.2.54:55555/udp/239.200.201.224:9096$云南电信
浙江卫视4K,http://106.59.2.54:55555/udp/239.200.201.221:9024$云南电信
江苏卫视4K,http://106.59.2.54:55555/udp/239.200.201.220:9020$云南电信
欢笑剧场4K,http://106.59.2.54:55555/udp/239.200.200.216:8728$云南电信
CCTV16-4K,http://106.59.2.54:55555/udp/239.200.200.194:8780$云南电信
云南4K,http://106.59.2.54:55555/udp/239.200.200.178:8884$云南电信
梨园频道,http://106.59.2.54:55555/udp/239.200.200.101:8048$云南电信
茶频道,http://106.59.2.54:55555/udp/239.200.201.36:8404$云南电信
武术世界,http://106.59.2.54:55555/udp/239.200.200.90:8064$云南电信
金鹰纪实,http://106.59.2.54:55555/udp/239.200.201.126:8840$云南电信
文物宝库,http://106.59.2.54:55555/udp/239.200.200.96:8112$云南电信
快乐垂钓,http://106.59.2.54:55555/udp/239.200.200.103:8400$云南电信
中国交通,http://106.59.2.54:55555/udp/239.200.201.138:8556$云南电信
中国天气,http://106.59.2.54:55555/udp/239.200.200.213:8724$云南电信
重庆卫视,http://106.59.2.54:55555/udp/239.200.200.230:8364$云南电信
江苏卫视,http://106.59.2.54:55555/udp/239.200.200.7:8028$云南电信
浙江卫视,http://106.59.2.54:55555/udp/239.200.200.141:8724$云南电信
东方卫视,http://106.59.2.54:55555/udp/239.200.200.8:8032$云南电信
深圳卫视,http://106.59.2.54:55555/udp/239.200.200.67:8776$云南电信
北京卫视,http://106.59.2.54:55555/udp/239.200.200.5:8024$云南电信
山东卫视,http://106.59.2.54:55555/udp/239.200.200.168:8748$云南电信
天津卫视,http://106.59.2.54:55555/udp/239.200.200.69:1234$云南电信
贵州卫视,http://106.59.2.54:55555/udp/239.200.201.119:8788$云南电信
四川卫视,http://106.59.2.54:55555/udp/239.200.201.137:8796$云南电信
云南卫视,http://106.59.2.54:55555/udp/239.200.200.205:8616$云南电信
云南卫视,http://106.59.2.54:55555/udp/239.200.200.145:8840$云南电信
云南卫视,http://106.59.2.54:55555/udp/239.200.201.141:8872$云南电信
广西卫视,http://106.59.2.54:55555/udp/239.200.200.53:8280$云南电信
黑龙江卫视,http://106.59.2.54:55555/udp/239.200.200.66:8016$云南电信
安徽卫视,http://106.59.2.54:55555/udp/239.200.200.129:8720$云南电信
山西卫视,http://106.59.2.54:55555/udp/239.200.200.56:8292$云南电信
江西卫视,http://106.59.2.54:55555/udp/239.200.201.79:8876$云南电信
湖北卫视,http://106.59.2.54:55555/udp/239.200.200.68:8772$云南电信
旅游卫视,http://106.59.2.54:55555/udp/239.200.201.159:8408$云南电信
陕西卫视,http://106.59.2.54:55555/udp/239.200.200.55:8288$云南电信
东南卫视,http://106.59.2.54:55555/udp/239.200.201.69:8764$云南电信
吉林卫视,http://106.59.2.54:55555/udp/239.200.201.127:8792$云南电信
辽宁卫视,http://106.59.2.54:55555/udp/239.200.200.167:8736$云南电信
湖南卫视,http://106.59.2.54:55555/udp/239.200.200.6:8012$云南电信
广东卫视,http://106.59.2.54:55555/udp/239.200.201.35:8768$云南电信
河南卫视,http://106.59.2.54:55555/udp/239.200.201.158:8412$云南电信
甘肃卫视,http://106.59.2.54:55555/udp/239.200.200.186:8356$云南电信
青海卫视,http://106.59.2.54:55555/udp/239.200.200.58:8300$云南电信
康巴卫视,http://106.59.2.54:55555/udp/239.200.200.166:8128$云南电信
金鹰卡通,http://106.59.2.54:55555/udp/239.200.200.65:8328$云南电信
山东教育卫视,http://106.59.2.54:55555/udp/239.200.201.77:8132$云南电信
凤凰中文,http://106.59.2.54:55555/udp/239.200.200.132:8876$云南电信
凤凰资讯,http://106.59.2.54:55555/udp/239.200.200.133:8880$云南电信
星空卫视,http://106.59.2.54:55555/udp/239.200.200.134:8884$云南电信
北京纪实科教,http://106.59.2.54:55555/udp/239.200.200.147:8728$云南电信
财富天下,http://106.59.2.54:55555/udp/239.200.201.178:8684$云南电信
快乐购,http://106.59.2.54:55555/udp/239.200.201.114:8892$云南电信
channel V,http://106.59.2.54:55555/udp/239.200.200.131:8888$云南电信
临沧2,http://106.59.2.54:55555/udp/239.200.200.139:8904$云南电信
临沧临翔,http://106.59.2.54:55555/udp/239.200.201.24:8486$云南电信
临沧双江,http://106.59.2.54:55555/udp/239.200.201.20:8550$云南电信
临沧永德,http://106.59.2.54:55555/udp/239.200.201.22:8510$云南电信
临沧综合,http://106.59.2.54:55555/udp/239.200.200.140:8900$云南电信
临沧耿马,http://106.59.2.54:55555/udp/239.200.201.18:8542$云南电信
临沧镇康,http://106.59.2.54:55555/udp/239.200.201.21:8526$云南电信
丽江华坪,http://106.59.2.54:55555/udp/239.200.201.201:8421$云南电信
丽江永胜,http://106.59.2.54:55555/udp/239.200.200.157:8416$云南电信
云南丽江综合,http://106.59.2.54:55555/udp/239.200.201.42:8445$云南电信
云南娱乐,http://106.59.2.54:55555/udp/239.200.200.13:8848$云南电信
云南少儿,http://106.59.2.54:55555/udp/239.200.200.32:8864$云南电信
云南康旅,http://106.59.2.54:55555/udp/239.200.200.31:8860$云南电信
云南影视,http://106.59.2.54:55555/udp/239.200.200.15:8856$云南电信
云南怒江,http://106.59.2.54:55555/udp/239.200.201.1:8540$云南电信
云南曲靖1,http://106.59.2.54:55555/udp/239.200.201.52:8060$云南电信
云南曲靖3,http://106.59.2.54:55555/udp/239.200.201.50:8068$云南电信
云南清廉曲靖,http://106.59.2.54:55555/udp/239.200.201.51:8064$云南电信
云南玉溪社会与法,http://106.59.2.54:55555/udp/239.200.201.56:8184$云南电信
云南玉溪综合,http://106.59.2.54:55555/udp/239.200.201.57:8180$云南电信
云南禄丰,http://106.59.2.54:55555/udp/239.200.200.163:8798$云南电信
云南红河1,http://106.59.2.54:55555/udp/239.200.201.40:8516$云南电信
云南都市,http://106.59.2.54:55555/udp/239.200.200.12:8844$云南电信
保山施甸,http://106.59.2.54:55555/udp/239.200.201.83:8278$云南电信
保山隆阳,http://106.59.2.54:55555/udp/239.200.201.94:8258$云南电信
保山龙陵,http://106.59.2.54:55555/udp/239.200.201.55:8270$云南电信
动漫,http://106.59.2.54:55555/udp/239.200.200.75:9000$云南电信
四海钓鱼,http://106.59.2.54:55555/udp/239.200.201.171:8636$云南电信
大理云龙,http://106.59.2.54:55555/udp/239.200.200.162:8336$云南电信
大理剑川,http://106.59.2.54:55555/udp/239.200.201.115:8390$云南电信
大理南涧,http://106.59.2.54:55555/udp/239.200.200.159:8398$云南电信
大理宾川,http://106.59.2.54:55555/udp/239.200.201.107:8350$云南电信
大理巍山,http://106.59.2.54:55555/udp/239.200.201.147:8508$云南电信
大理市电视,http://106.59.2.54:55555/udp/239.200.200.137:8512$云南电信
大理弥渡,http://106.59.2.54:55555/udp/239.200.200.160:8342$云南电信
大理文旅,http://106.59.2.54:55555/udp/239.200.201.3:8302$云南电信
大理永平,http://106.59.2.54:55555/udp/239.200.201.108:8358$云南电信
大理洱源,http://106.59.2.54:55555/udp/239.200.201.161:8374$云南电信
大理漾濞县,http://106.59.2.54:55555/udp/239.200.200.190:8516$云南电信
大理玉龙县,http://106.59.2.54:55555/udp/239.200.201.78:8244$云南电信
大理祥云,http://106.59.2.54:55555/udp/239.200.201.169:8496$云南电信
大理综合,http://106.59.2.54:55555/udp/239.200.201.4:8298$云南电信
大理鹤庆,http://106.59.2.54:55555/udp/239.200.200.161:8382$云南电信
娱乐,http://106.59.2.54:55555/udp/239.200.200.79:1234$云南电信
宝山综合,http://106.59.2.54:55555/udp/239.200.200.121:8400$云南电信
宝山腾冲县,http://106.59.2.54:55555/udp/239.200.201.72:8262$云南电信
嵩明嵩明县,http://106.59.2.54:55555/udp/239.200.200.187:8616$云南电信
德宏盈江县,http://106.59.2.54:55555/udp/239.200.201.46:8104$云南电信
德宏综合,http://106.59.2.54:55555/udp/239.200.200.122:8608$云南电信
德宏芒市,http://106.59.2.54:55555/udp/239.200.200.127:8616$云南电信
德宏陇川,http://106.59.2.54:55555/udp/239.200.200.150:8650$云南电信
文山富宁,http://106.59.2.54:55555/udp/239.200.201.140:8492$云南电信
文山广南,http://106.59.2.54:55555/udp/239.200.201.191:8488$云南电信
文山综合,http://106.59.2.54:55555/udp/239.200.200.124:8650$云南电信
文山西畴,http://106.59.2.54:55555/udp/239.200.201.82:8662$云南电信
文山马关,http://106.59.2.54:55555/udp/239.200.201.93:8256$云南电信
文山麻栗坡,http://106.59.2.54:55555/udp/239.200.201.190:8480$云南电信
昆明宜良县,http://106.59.2.54:55555/udp/239.200.200.188:8608$云南电信
昆明影视综艺,http://106.59.2.54:55555/udp/239.200.200.114:8516$云南电信
昆明教育,http://106.59.2.54:55555/udp/239.200.201.144:8844$云南电信
昆明春城民生,http://106.59.2.54:55555/udp/239.200.200.115:8520$云南电信
昆明晋宁区,http://106.59.2.54:55555/udp/239.200.200.192:8624$云南电信
昆明科学教育,http://106.59.2.54:55555/udp/239.200.200.112:8508$云南电信
昆明经济生活,http://106.59.2.54:55555/udp/239.200.200.16:8504$云南电信
昆明综合,http://106.59.2.54:55555/udp/239.200.200.17:8500$云南电信
昭通3,http://106.59.2.54:55555/udp/239.200.200.164:8152$云南电信
昭通大关,http://106.59.2.54:55555/udp/239.200.200.208:8190$云南电信
昭通威信,http://106.59.2.54:55555/udp/239.200.200.226:8214$云南电信
昭通盐津,http://106.59.2.54:55555/udp/239.200.200.203:8198$云南电信
昭通绥江县,http://106.59.2.54:55555/udp/239.200.200.189:8206$云南电信
普洱墨江,http://106.59.2.54:55555/udp/239.200.201.200:8440$云南电信
普洱孟连,http://106.59.2.54:55555/udp/239.200.201.163:8460$云南电信
普洱宁洱,http://106.59.2.54:55555/udp/239.200.201.153:8436$云南电信
普洱思茅区,http://106.59.2.54:55555/udp/239.200.200.182:8432$云南电信
普洱景东,http://106.59.2.54:55555/udp/239.200.200.180:8444$云南电信
普洱景谷县,http://106.59.2.54:55555/udp/239.200.200.185:8448$云南电信
普洱江城,http://106.59.2.54:55555/udp/239.200.201.165:8456$云南电信
普洱澜沧,http://106.59.2.54:55555/udp/239.200.201.162:8464$云南电信
普洱电视,http://106.59.2.54:55555/udp/239.200.200.138:8804$云南电信
普洱综合,http://106.59.2.54:55555/udp/239.200.200.126:8800$云南电信
普洱西盟,http://106.59.2.54:55555/udp/239.200.201.149:8468$云南电信
普洱镇沅,http://106.59.2.54:55555/udp/239.200.201.160:8452$云南电信
曲靖会泽,http://106.59.2.54:55555/udp/239.200.201.84:8156$云南电信
曲靖师宗,http://106.59.2.54:55555/udp/239.200.201.110:8140$云南电信
曲靖沾益,http://106.59.2.54:55555/udp/239.200.201.188:8108$云南电信
曲靖罗平县,http://106.59.2.54:55555/udp/239.200.201.73:8124$云南电信
曲靖马龙,http://106.59.2.54:55555/udp/239.200.201.152:8164$云南电信
未识别,http://106.59.2.54:55555/udp/239.200.200.207:8896$云南电信
楚雄双柏,http://106.59.2.54:55555/udp/239.200.201.17:8734$云南电信
楚雄大姚,http://106.59.2.54:55555/udp/239.200.201.16:8766$云南电信
楚雄姚安,http://106.59.2.54:55555/udp/239.200.201.134:8324$云南电信
楚雄武定,http://106.59.2.54:55555/udp/239.200.201.117:8328$云南电信
楚雄永仁县,http://106.59.2.54:55555/udp/239.200.201.76:8814$云南电信
楚雄综合,http://106.59.2.54:55555/udp/239.200.200.116:8708$云南电信
澜湄国际,http://106.59.2.54:55555/udp/239.200.200.33:8024$云南电信
玉溪元江,http://106.59.2.54:55555/udp/239.200.201.150:8540$云南电信
玉溪华宁,http://106.59.2.54:55555/udp/239.200.201.193:8572$云南电信
玉溪峨山,http://106.59.2.54:55555/udp/239.200.201.194:8564$云南电信
玉溪新平,http://106.59.2.54:55555/udp/239.200.201.198:8568$云南电信
玉溪易门,http://106.59.2.54:55555/udp/239.200.201.195:8576$云南电信
玉溪江川,http://106.59.2.54:55555/udp/239.200.201.197:8544$云南电信
玉溪澄江,http://106.59.2.54:55555/udp/239.200.201.196:8548$云南电信
玉溪红塔,http://106.59.2.54:55555/udp/239.200.200.211:8540$云南电信
玉溪通海,http://106.59.2.54:55555/udp/239.200.201.192:8552$云南电信
电信宣传,http://106.59.2.54:55555/udp/239.200.201.151:8604$云南电信
电信宣传,http://106.59.2.54:55555/udp/239.200.201.48:8820$云南电信
电影1,http://106.59.2.54:55555/udp/239.200.200.73:9024$云南电信
电影2,http://106.59.2.54:55555/udp/239.200.200.77:9016$云南电信
电视剧1,http://106.59.2.54:55555/udp/239.200.200.78:1234$云南电信
电视剧2,http://106.59.2.54:55555/udp/239.200.200.11:8072$云南电信
电视剧3,http://106.59.2.54:55555/udp/239.200.200.74:9012$云南电信
电视剧4,http://106.59.2.54:55555/udp/239.200.200.72:9020$云南电信
红河个旧,http://106.59.2.54:55555/udp/239.200.201.87:8248$云南电信
红河建水,http://106.59.2.54:55555/udp/239.200.200.158:8758$云南电信
红河开远,http://106.59.2.54:55555/udp/239.200.201.88:8252$云南电信
红河弥勒,http://106.59.2.54:55555/udp/239.200.201.132:8380$云南电信
红河河口,http://106.59.2.54:55555/udp/239.200.200.177:8408$云南电信
红河泸西,http://106.59.2.54:55555/udp/239.200.201.118:8392$云南电信
红河红河县,http://106.59.2.54:55555/udp/239.200.201.166:8400$云南电信
红河蒙自,http://106.59.2.54:55555/udp/239.200.201.148:8376$云南电信
红河金平,http://106.59.2.54:55555/udp/239.200.201.131:8404$云南电信
自然传奇,http://106.59.2.54:55555/udp/239.200.200.80:1234$云南电信
西双版纳勐腊,http://106.59.2.54:55555/udp/239.200.201.54:8040$云南电信
迪庆综合,http://106.59.2.54:55555/udp/239.200.200.118:8440$云南电信
迪庆藏语,http://106.59.2.54:55555/udp/239.200.200.149:8441$云南电信
CCTV1,http://106.59.2.54:55555/udp/239.200.200.2:8080$云南电信
CETV1,http://106.59.2.54:55555/udp/239.200.201.145:8852$云南电信
CETV2,http://106.59.2.54:55555/udp/239.200.201.121:8780$云南电信
书法频道,http://106.59.2.54:55555/udp/239.200.201.133:8072$云南电信
环球旅游,http://106.59.2.54:55555/udp/239.200.201.175:8652$云南电信
生态环境,http://106.59.2.54:55555/udp/239.200.201.172:8648$云南电信
新动漫,http://106.59.2.54:55555/udp/239.200.201.32:4120$云南电信
优优宝贝,http://106.59.2.54:55555/udp/239.200.201.173:8644$云南电信
先锋乒羽,http://106.59.2.54:55555/udp/239.200.201.33:4120$云南电信
重庆卫视,http://106.59.2.54:55555/udp/239.200.200.49:8264$云南电信
内蒙古卫视,http://106.59.2.54:55555/udp/239.200.200.57:8296$云南电信
宁夏卫视,http://106.59.2.54:55555/udp/239.200.200.60:8308$云南电信
新疆卫视,http://106.59.2.54:55555/udp/239.200.200.62:8316$云南电信
西藏卫视,http://106.59.2.54:55555/udp/239.200.200.61:8312$云南电信
三沙卫视,http://106.59.2.54:55555/udp/239.200.201.136:8140$云南电信
嘉佳卡通,http://106.59.2.54:55555/udp/239.200.200.229:8372$云南电信
卡酷少儿,http://106.59.2.54:55555/udp/239.200.200.64:8324$云南电信
优购物,http://106.59.2.54:55555/udp/239.200.200.214:8728$云南电信
家有购物,http://106.59.2.54:55555/udp/239.200.200.228:9004$云南电信
CCTN,http://106.59.2.54:55555/udp/239.200.200.30:8500$云南电信
中华特产,http://106.59.2.54:55555/udp/239.200.201.155:8124$云南电信
临沧云县,http://106.59.2.54:55555/udp/239.200.201.10:8518$云南电信
临沧凤庆,http://106.59.2.54:55555/udp/239.200.201.23:8498$云南电信
临沧沧源,http://106.59.2.54:55555/udp/239.200.201.19:8534$云南电信
央购物,http://106.59.2.54:55555/udp/239.200.200.174:8772$云南电信
收藏天下,http://106.59.2.54:55555/udp/239.200.201.214:8700$云南电信
昭通彝良,http://106.59.2.54:55555/udp/239.200.200.175:8360$云南电信
楚雄元谋,http://106.59.2.54:55555/udp/239.200.201.59:8782$云南电信
